PARCEL,ABSTRPRD,BOOK,PAGE,RECNUM,SPRICE,DEDUCT,NETPRICE,SYEAR,SMONTH,SDAY,QUALIFIED,VERIFIED,STATUS,DISQLCD,TASP,PROPFLAG,TAXAREA,SCHDIST,CURRLND,CDISLND,IMCURRP,CURRTOT,SalesRatio,USETYPE
N0026967,5170.0,,,742917,20000,0,20000,2021,9,13,U,Y,V,982.0,20000.0,Severed Mineral,10,RE-1 SCHOOL DIST,389,389,0,389,0.01945,OTHER
N0026982,5170.0,,,742917,20000,0,20000,2021,9,13,U,Y,V,982.0,20000.0,Severed Mineral,10,RE-1 SCHOOL DIST,158,158,0,158,0.0079,OTHER
N0026991,5170.0,,,742917,20000,0,20000,2021,9,13,U,Y,V,982.0,20000.0,Severed Mineral,10,RE-1 SCHOOL DIST,101,101,0,101,0.00505,OTHER
N0027019,5170.0,,,742917,20000,0,20000,2021,9,13,U,Y,V,982.0,20000.0,Severed Mineral,10,RE-1 SCHOOL DIST,80,80,0,80,0.004,OTHER
N0027030,5170.0,,,742917,20000,0,20000,2021,9,13,U,Y,V,982.0,20000.0,Severed Mineral,10,RE-1 SCHOOL DIST,310,310,0,310,0.0155,OTHER
N0027039,5170.0,,,742917,20000,0,20000,2021,9,13,U,Y,V,982.0,20000.0,Severed Mineral,10,RE-1 SCHOOL DIST,35,35,0,35,0.00175,OTHER
N0027066,5170.0,,,742917,20000,0,20000,2021,9,13,U,Y,V,982.0,20000.0,Severed Mineral,10,RE-1 SCHOOL DIST,517,517,0,517,0.02585,OTHER
R0045197,5170.0,,,742917,20000,0,20000,2021,9,13,U,Y,V,982.0,20000.0,Severed Mineral,10,RE-1 SCHOOL DIST,110,36,0,36,0.0018,OTHER
N0027166,5170.0,,,750336,813,0,813,2022,4,22,U,Y,V,64.0,813.0,Severed Mineral,30,RE-2 SCHOOL DIST,50,50,0,50,0.06150061500615006,OTHER
N0027174,5170.0,,,750336,813,0,813,2022,4,22,U,Y,V,64.0,813.0,Severed Mineral,30,RE-2 SCHOOL DIST,300,150,0,150,0.18450184501845018,OTHER
N0026915,5170.0,,,718956,10,0,10,2019,8,29,U,Y,V,983.0,10.0,Severed Mineral,10,RE-1 SCHOOL DIST,35,35,0,35,3.5,OTHER
N0026916,5170.0,,,718956,10,0,10,2019,8,29,U,Y,V,983.0,10.0,Severed Mineral,10,RE-1 SCHOOL DIST,35,35,0,35,3.5,OTHER
R0056384,2230.0,,,705692,10000000,0,10000000,2018,3,21,U,Y,I,53.0,10000000.0,Commercial,29,RE-2 SCHOOL DIST,0,0,9999657,9999657,0.9999657,COMMERCIAL
R0022084,2112.0,,,715026,290000,0,290000,2019,4,9,U,Y,I,64.0,290000.0,Commercial,63,RE-2 SCHOOL DIST,22651,22651,140322,162973,0.5619758620689655,COMMERCIAL
R0000601,2112.0,,,712710,80000,0,80000,2018,12,19,U,Y,I,74.0,70400.0,Commercial,50,RE-1 SCHOOL DIST,15551,15551,90475,106026,1.5060511363636364,COMMERCIAL
R0056591,2112.0,,,736126,6500000,0,6500000,2021,3,16,Q,Y,I,10.0,6500000.0,Commercial,63,RE-2 SCHOOL DIST,2200000,2200000,1809435,4009435,0.6168361538461539,COMMERCIAL
R0055743,2112.0,,,715124,880000,0,880000,2019,4,19,Q,N,I,,880000.0,Commercial,60,RE-2 SCHOOL DIST,166041,166041,352726,518767,0.5895079545454546,COMMERCIAL
R0000804,2112.0,,,734973,650000,0,650000,2021,2,4,U,Y,I,69.0,650000.0,Commercial,63,RE-2 SCHOOL DIST,239204,239204,231523,470727,0.7241953846153846,COMMERCIAL
R0000348,2120.0,,,722119,450000,0,450000,2019,12,27,U,Y,I,64.0,450000.0,Commercial,40,RE-1 SCHOOL DIST,86719,86719,646124,732843,1.62854,COMMERCIAL
M0027937,1235.0,,,715184,180000,0,180000,2019,4,22,U,Y,I,64.0,180000.0,Mobile Home,37,RE-2 SCHOOL DIST,0,0,15523,15523,0.08623888888888889,RESIDENTIAL
M0028132,1235.0,,,713070,22000,0,22000,2019,1,14,U,Y,I,64.0,22000.0,Mobile Home,39,RE-2 SCHOOL DIST,0,0,24194,24194,1.0997272727272727,RESIDENTIAL
M0027948,1235.0,,,711382,45000,0,45000,2018,11,1,U,Y,I,64.0,45000.0,Mobile Home,37,RE-2 SCHOOL DIST,0,0,10491,10491,0.23313333333333333,RESIDENTIAL
M0027284,1235.0,,,731469,193000,0,193000,2020,10,30,U,Y,I,64.0,193000.0,Commercial,10,RE-1 SCHOOL DIST,0,0,10836,10836,0.056145077720207257,RESIDENTIAL
R0000836,2120.0,,,701861,550000,50000,500000,2017,10,20,U,Y,I,102.0,450000.0,Commercial,63,RE-2 SCHOOL DIST,90953,90953,923122,1014075,2.2535,COMMERCIAL
M0028105,1235.0,,,720289,69000,0,69000,2019,10,17,U,Y,I,64.0,69000.0,Mobile Home,39,RE-2 SCHOOL DIST,0,0,18171,18171,0.2633478260869565,RESIDENTIAL
R0000925,2130.0,,,720849,400000,0,400000,2019,8,30,U,Y,I,969.0,400000.0,Commercial,75,RE-2 SCHOOL DIST,116479,116479,369275,485754,1.214385,COMMERCIAL
M0027269,1235.0,,,710515,1000,0,1000,2018,9,26,U,Y,I,981.0,1000.0,Mobile Home,50,RE-1 SCHOOL DIST,0,0,18965,18965,18.965,RESIDENTIAL
R0000822,2130.0,,,743364,500000,0,500000,2021,10,1,U,Y,I,17.0,500000.0,Commercial,60,RE-2 SCHOOL DIST,59242,59242,481618,540860,1.08172,COMMERCIAL
M0028271,1235.0,,,742112,90000,0,90000,2021,8,24,U,Y,I,980.0,90000.0,Mobile Home,40,RE-1 SCHOOL DIST,0,0,18766,18766,0.20851111111111112,RESIDENTIAL
R0000756,2120.0,,,719202,233000,0,233000,2019,9,11,Q,Y,I,,233000.0,Commercial,63,RE-2 SCHOOL DIST,29621,29621,237173,266794,1.1450386266094421,COMMERCIAL
R0000176,2130.0,,,711910,165000,0,165000,2018,11,21,U,Y,I,64.0,165000.0,Mixed Use Comm,33,RE-2 SCHOOL DIST,29044,29044,144351,173395,1.050878787878788,COMMERCIAL
M0028382,1235.0,,,730921,2600,0,2600,2020,10,19,Q,Y,I,981.0,2600.0,Mobile Home,60,RE-2 SCHOOL DIST,0,0,10739,10739,4.1303846153846155,RESIDENTIAL
M0054787,1235.0,,,739542,9900,0,9900,2020,10,25,Q,Y,I,981.0,9900.0,Mobile Home,39,RE-2 SCHOOL DIST,0,0,45229,45229,4.568585858585859,RESIDENTIAL
R0054954,2130.0,,,736726,2825000,0,2825000,2021,3,31,U,Y,I,64.0,2825000.0,Commercial,40,RE-1 SCHOOL DIST,329970,329970,82950,412920,0.14616637168141594,COMMERCIAL
M0057231,1235.0,,,735212,26295,0,26295,2021,2,22,Q,Y,I,981.0,26295.0,Mobile Home,60,RE-2 SCHOOL DIST,0,0,89563,89563,3.4060848069975282,RESIDENTIAL
M0027379,1235.0,,,742016,141500,0,141500,2021,8,20,U,Y,I,980.0,141500.0,Mobile Home,13,RE-1 SCHOOL DIST,0,0,14418,14418,0.10189399293286219,RESIDENTIAL
M0028295,1235.0,,,705021,65000,0,65000,2018,3,1,U,Y,I,64.0,65000.0,Mobile Home,40,RE-1 SCHOOL DIST,0,0,36921,36921,0.5680153846153846,RESIDENTIAL
M0027851,1235.0,,,709869,65000,0,65000,2018,8,31,U,Y,I,64.0,65000.0,Mobile Home,37,RE-2 SCHOOL DIST,0,0,14997,14997,0.23072307692307692,RESIDENTIAL
M0027441,1235.0,,,720155,78000,0,78000,2019,10,14,U,Y,I,980.0,78000.0,Mobile Home,13,RE-1 SCHOOL DIST,0,0,28418,28418,0.36433333333333334,RESIDENTIAL
M0028284,1235.0,,,746472,45000,0,45000,2021,12,29,U,Y,I,64.0,45000.0,Mobile Home,40,RE-1 SCHOOL DIST,0,0,10259,10259,0.22797777777777778,RESIDENTIAL
R0000567,2130.0,,,720582,390000,0,390000,2019,10,30,U,Y,I,64.0,390000.0,Commercial,50,RE-1 SCHOOL DIST,24437,24437,393625,418062,1.0719538461538463,COMMERCIAL
R0000824,2130.0,,,734474,690000,0,690000,2021,2,1,U,Y,I,17.0,690000.0,Commercial,63,RE-2 SCHOOL DIST,94090,94090,686763,780853,1.1316710144927535,COMMERCIAL
M0027406,1235.0,,,719308,500000,0,500000,2019,9,12,U,Y,I,64.0,500000.0,Mobile Home,13,RE-1 SCHOOL DIST,0,0,23679,23679,0.047358,RESIDENTIAL
R0000633,2130.0,,,750413,495000,0,495000,2022,5,10,Q,Y,I,66.0,495000.0,Commercial,60,RE-2 SCHOOL DIST,162792,162792,318327,481119,0.9719575757575758,COMMERCIAL
M0027674,1235.0,,,736938,30000,0,30000,2021,4,7,U,Y,I,64.0,30000.0,Mobile Home,30,RE-2 SCHOOL DIST,0,0,25959,25959,0.8653,RESIDENTIAL
R0000824,2130.0,,,735996,1270000,0,1270000,2021,3,11,U,Y,I,67.0,1270000.0,Commercial,63,RE-2 SCHOOL DIST,94090,94090,686763,780853,0.6148448818897638,COMMERCIAL
M0028373,1235.0,,,730365,1500,0,1500,2020,10,6,Q,Y,I,981.0,1500.0,Mobile Home,60,RE-2 SCHOOL DIST,0,0,12336,12336,8.224,RESIDENTIAL
M0027511,1235.0,,,713371,1000,0,1000,2018,12,5,U,Y,I,981.0,1000.0,Mobile Home,39,RE-2 SCHOOL DIST,0,0,26387,26387,26.387,RESIDENTIAL
M0028347,1235.0,,,714444,2000,0,2000,2019,1,1,Q,Y,I,981.0,2000.0,Mobile Home,60,RE-2 SCHOOL DIST,0,0,27185,27185,13.5925,RESIDENTIAL
M0027549,1235.0,,,698893,60000,0,60000,2017,7,3,Q,Y,I,981.0,60000.0,Mobile Home,29,RE-2 SCHOOL DIST,0,0,49831,49831,0.8305166666666667,RESIDENTIAL
M0028398,1235.0,,,699139,2000,0,2000,2017,7,13,U,Y,I,981.0,2000.0,Mobile Home,60,RE-2 SCHOOL DIST,0,0,12077,12077,6.0385,RESIDENTIAL
M0027426,1235.0,,,723402,5000,0,5000,2020,2,19,U,Y,I,64.0,5000.0,Mobile Home,13,RE-1 SCHOOL DIST,0,0,15374,15374,3.0748,RESIDENTIAL
R0000884,2120.0,,,724982,600000,0,600000,2020,4,23,U,Y,I,74.0,600000.0,Commercial,60,RE-2 SCHOOL DIST,231739,231739,1034754,1266493,2.110821666666667,COMMERCIAL
M0028250,1235.0,,,730425,8500,0,8500,2020,9,21,Q,Y,I,981.0,8500.0,Mobile Home,10,RE-1 SCHOOL DIST,0,0,28761,28761,3.3836470588235295,RESIDENTIAL
M0027567,1235.0,,,730528,67500,0,67500,2020,10,9,Q,Y,I,981.0,67500.0,Mobile Home,29,RE-2 SCHOOL DIST,0,0,46125,46125,0.6833333333333333,RESIDENTIAL
R0000329,2130.0,,,709455,120000,0,120000,2018,8,10,U,Y,I,74.0,120000.0,Commercial,40,RE-1 SCHOOL DIST,45616,45616,6331,51947,0.4328916666666667,COMMERCIAL
M0028386,1235.0,,,712182,4800,0,4800,2018,12,5,U,Y,I,981.0,4800.0,Mobile Home,60,RE-2 SCHOOL DIST,0,0,30203,30203,6.292291666666666,RESIDENTIAL
M0027880,1235.0,,,750611,137000,0,137000,2022,5,16,U,Y,I,64.0,137000.0,Mobile Home,37,RE-2 SCHOOL DIST,0,0,12461,12461,0.09095620437956205,RESIDENTIAL
M0028274,1235.0,,,700699,17500,0,17500,2017,9,8,U,Y,I,64.0,17500.0,Mobile Home,40,RE-1 SCHOOL DIST,0,0,11682,11682,0.6675428571428571,RESIDENTIAL
M0028374,1235.0,,,750970,1700,0,1700,2022,5,26,Q,Y,I,981.0,1700.0,Mobile Home,60,RE-2 SCHOOL DIST,0,0,18400,18400,10.823529411764707,RESIDENTIAL
R0056514,1230.0,,,705427,114000,0,114000,2018,3,21,U,Y,I,53.0,114000.0,Residential,63,RE-2 SCHOOL DIST,0,0,193369,193369,1.6962192982456141,RESIDENTIAL
R0054016,1230.0,,,749485,175000,0,175000,2022,4,11,Q,Y,I,,180250.0,Residential,60,RE-2 SCHOOL DIST,0,0,167526,167526,0.9294091539528433,RESIDENTIAL
R0020640,1230.0,,,742653,263000,0,263000,2021,9,10,Q,Y,I,,315600.0,Residential,40,RE-1 SCHOOL DIST,0,0,293015,293015,0.9284378960709759,RESIDENTIAL
R0020655,1230.0,,,703852,77000,0,77000,2018,1,12,Q,Y,I,,89320.0,Residential,40,RE-1 SCHOOL DIST,0,0,163430,163430,1.8297133900582176,RESIDENTIAL
R0056521,1230.0,,,728115,184000,0,184000,2020,8,6,U,Y,I,53.0,184000.0,Residential,63,RE-2 SCHOOL DIST,0,0,230548,230548,1.2529782608695652,RESIDENTIAL
R0054031,1230.0,,,712988,102000,0,102000,2019,1,10,Q,Y,I,,159120.0,Residential,60,RE-2 SCHOOL DIST,0,0,164284,164284,1.0324534942182002,RESIDENTIAL
R0020647,1230.0,,,737963,145000,0,145000,2021,4,30,Q,Y,I,,191400.0,Residential,40,RE-1 SCHOOL DIST,0,0,185650,185650,0.9699582027168234,RESIDENTIAL
R0020632,1230.0,,,705732,80000,0,80000,2018,3,30,Q,Y,I,103.0,90400.0,Residential,40,RE-1 SCHOOL DIST,0,0,163430,163430,1.807853982300885,RESIDENTIAL
R0023009,1230.0,,,742523,225000,0,225000,2021,9,3,Q,Y,I,,252000.0,Residential,60,RE-2 SCHOOL DIST,0,0,259769,259769,1.0308293650793652,RESIDENTIAL
R0054030,1230.0,,,704015,89900,0,89900,2018,1,22,Q,Y,I,,103385.0,Residential,60,RE-2 SCHOOL DIST,0,0,164284,164284,1.5890506359723364,RESIDENTIAL
R0056520,1230.0,,,705323,187000,0,187000,2018,3,14,U,Y,I,53.0,187000.0,Residential,63,RE-2 SCHOOL DIST,0,0,230281,230281,1.2314491978609625,RESIDENTIAL
R0020625,1230.0,,,705580,86000,0,86000,2018,3,23,Q,Y,I,,97180.0,Residential,40,RE-1 SCHOOL DIST,0,0,185650,185650,1.9103725046305824,RESIDENTIAL
R0054018,1230.0,,,751359,180000,0,180000,2022,6,9,Q,Y,I,,180000.0,Residential,60,RE-2 SCHOOL DIST,0,0,164863,164863,0.9159055555555555,RESIDENTIAL
R0020618,1230.0,,,748669,159900,0,159900,2022,3,15,Q,Y,I,,169494.0,Residential,40,RE-1 SCHOOL DIST,0,0,159343,159343,0.9401099743943738,RESIDENTIAL
R0023013,1230.0,,,703552,100,0,100,2018,1,3,U,Y,I,1.0,100.0,Residential,60,RE-2 SCHOOL DIST,0,0,259769,259769,2597.69,RESIDENTIAL
R0056521,1230.0,,,705434,165000,0,165000,2018,3,21,U,Y,I,53.0,165000.0,Residential,63,RE-2 SCHOOL DIST,0,0,230548,230548,1.397260606060606,RESIDENTIAL
R0023021,1230.0,,,723545,200000,0,200000,2020,2,24,Q,Y,I,,292000.0,Residential,60,RE-2 SCHOOL DIST,0,0,262435,262435,0.89875,RESIDENTIAL
R0020615,1230.0,,,737754,125000,0,125000,2021,4,29,Q,Y,I,,165000.0,Residential,40,RE-1 SCHOOL DIST,0,0,163383,163383,0.9902,RESIDENTIAL
R0054017,1230.0,,,717579,129500,0,129500,2019,7,12,Q,Y,I,74.0,196840.0,Residential,60,RE-2 SCHOOL DIST,0,0,164863,164863,0.8375482625482625,RESIDENTIAL
R0020626,1230.0,,,737526,140000,0,140000,2021,4,15,Q,Y,I,,184800.0,Residential,40,RE-1 SCHOOL DIST,0,0,185650,185650,1.004599567099567,RESIDENTIAL
R0020629,1230.0,,,701794,77000,0,77000,2017,10,20,Q,Y,I,,91630.0,Residential,40,RE-1 SCHOOL DIST,0,0,163383,163383,1.7830732292917166,RESIDENTIAL
R0020615,1230.0,,,720560,95000,0,95000,2019,10,29,U,Y,I,17.0,95000.0,Residential,40,RE-1 SCHOOL DIST,0,0,163383,163383,1.719821052631579,RESIDENTIAL
R0015074,4147.0,,,746485,117500,0,117500,2021,11,17,U,Y,V,20.0,117500.0,Agricultural,30,RE-2 SCHOOL DIST,1330,1330,0,1330,0.011319148936170214,AGRICULTURE
R0004386,4147.0,,,699454,1050000,0,1050000,2017,7,18,U,Y,I,642.0,1050000.0,Agricultural,10,RE-1 SCHOOL DIST,569,569,0,569,0.0005419047619047619,AGRICULTURE
R0004389,4147.0,,,699454,1050000,0,1050000,2017,7,18,U,Y,I,642.0,1050000.0,Agricultural,10,RE-1 SCHOOL DIST,428,428,702429,702857,0.669387619047619,AGRICULTURE
R0056400,4147.0,,,738814,242000,0,242000,2021,5,21,U,Y,V,20.0,242000.0,Agricultural,10,RE-1 SCHOOL DIST,316,316,0,316,0.0013057851239669422,AGRICULTURE
R0004239,4147.0,,,737905,225000,0,225000,2021,5,3,U,Y,I,20.0,225000.0,Agricultural,10,RE-1 SCHOOL DIST,98805,98805,17485,116290,0.5168444444444444,AGRICULTURE
R0004251,4147.0,,,726626,1500,0,1500,2019,12,26,U,Y,V,983.0,1500.0,Agricultural,10,RE-1 SCHOOL DIST,117429,117429,0,117429,78.286,AGRICULTURE
R0003795,4147.0,,,733575,13000,0,13000,2021,1,4,U,Y,V,642.0,13000.0,Agricultural,10,RE-1 SCHOOL DIST,35,35,0,35,0.002692307692307692,AGRICULTURE
R0004082,4147.0,,,733575,13000,0,13000,2021,1,4,U,Y,V,642.0,13000.0,Agricultural,10,RE-1 SCHOOL DIST,94,94,0,94,0.007230769230769231,AGRICULTURE
R0003380,4147.0,,,747733,62500,0,62500,2022,2,11,U,Y,V,20.0,62500.0,Agricultural,10,RE-1 SCHOOL DIST,313,313,0,313,0.005008,AGRICULTURE
R0056362,4147.0,,,714982,70000,0,70000,2019,4,12,U,Y,V,20.0,70000.0,Agricultural,10,RE-1 SCHOOL DIST,302,302,0,302,0.004314285714285714,AGRICULTURE
R0003057,4147.0,,,699983,55000,0,55000,2017,8,11,U,Y,V,20.0,63800.0,Agricultural,10,RE-1 SCHOOL DIST,111844,111844,0,111844,1.7530407523510971,AGRICULTURE
R0023091,1125.0,,,716306,1050000,0,1050000,2019,5,31,Q,Y,I,103.0,1606500.0,Residential,60,RE-2 SCHOOL DIST,222964,222964,1177230,1400194,0.8715804544039838,RESIDENTIAL
R0003006,4147.0,,,751319,2145000,0,2145000,2022,5,27,U,Y,I,64.0,2145000.0,Agricultural,10,RE-1 SCHOOL DIST,35,35,0,35,1.6317016317016318e-05,AGRICULTURE
R0055077,4147.0,,,751319,2145000,0,2145000,2022,5,27,U,Y,I,64.0,2145000.0,Agricultural,10,RE-1 SCHOOL DIST,352,352,0,352,0.0001641025641025641,AGRICULTURE
R0004405,4147.0,,,702394,90000,0,90000,2017,11,10,U,Y,V,20.0,99900.0,Agricultural,10,RE-1 SCHOOL DIST,826,826,0,826,0.008268268268268267,AGRICULTURE
R0014283,4147.0,,,727430,75237,0,75237,2020,7,10,U,Y,V,20.0,75237.0,Agricultural,30,RE-2 SCHOOL DIST,1059,1059,0,1059,0.014075521352526018,AGRICULTURE
R0004326,4147.0,,,709083,34900,0,34900,2018,7,27,U,Y,V,642.0,34900.0,Agricultural,10,RE-1 SCHOOL DIST,90,90,0,90,0.0025787965616045844,AGRICULTURE
R0056620,4147.0,,,709083,34900,0,34900,2018,7,27,U,Y,V,642.0,34900.0,Agricultural,10,RE-1 SCHOOL DIST,35,35,0,35,0.0010028653295128939,AGRICULTURE
R0013086,4147.0,,,747143,550000,0,550000,2022,1,21,U,Y,V,20.0,550000.0,Agricultural,30,RE-2 SCHOOL DIST,393322,393322,0,393322,0.715130909090909,AGRICULTURE
R0048652,4147.0,,,715342,185000,0,185000,2019,4,26,U,Y,V,641.0,185000.0,Agricultural,85,RE-2 SCHOOL DIST,35,35,0,35,0.0001891891891891892,AGRICULTURE
R0056229,4147.0,,,715342,185000,0,185000,2019,4,26,U,Y,V,641.0,185000.0,Agricultural,85,RE-2 SCHOOL DIST,72,72,0,72,0.0003891891891891892,AGRICULTURE
R0044535,4147.0,,,740132,73000,0,73000,2021,6,29,Q,Y,V,,73000.0,Agricultural,10,RE-1 SCHOOL DIST,76225,76225,0,76225,1.0441780821917808,AGRICULTURE
R0054815,4147.0,,,736844,60000,4240,55760,2021,3,23,U,Y,V,642.0,55760.0,Agricultural,10,RE-1 SCHOOL DIST,35,35,0,35,0.000627690100430416,AGRICULTURE
R0054817,4147.0,,,736844,60000,4240,55760,2021,3,23,U,Y,V,642.0,55760.0,Agricultural,10,RE-1 SCHOOL DIST,207,207,0,207,0.003712338593974175,AGRICULTURE
R0003318,4147.0,,,701536,110000,0,110000,2017,10,5,U,Y,V,642.0,110000.0,Agricultural,10,RE-1 SCHOOL DIST,194,194,0,194,0.0017636363636363637,AGRICULTURE
N0040849,5140.0,,,716895,11000,0,11000,2019,5,28,Q,Y,V,74.0,11000.0,Mineral,10,RE-1 SCHOOL DIST,17348,17348,0,17348,1.577090909090909,OTHER
R0001092,4147.0,,,716989,1948500,0,1948500,2019,6,19,U,Y,I,642.0,1948500.0,Agricultural,10,RE-1 SCHOOL DIST,1289,1289,0,1289,0.0006615345137285091,AGRICULTURE
R0004158,4147.0,,,716989,1948500,0,1948500,2019,6,19,U,Y,I,642.0,1948500.0,Agricultural,10,RE-1 SCHOOL DIST,222,222,0,222,0.00011393379522709776,AGRICULTURE
R0004236,4147.0,,,716989,1948500,0,1948500,2019,6,19,U,Y,I,642.0,1948500.0,Agricultural,10,RE-1 SCHOOL DIST,222,222,0,222,0.00011393379522709776,AGRICULTURE
R0054462,4147.0,,,716989,1948500,0,1948500,2019,6,19,U,Y,I,642.0,1948500.0,Agricultural,10,RE-1 SCHOOL DIST,423,423,0,423,0.00021709006928406467,AGRICULTURE
R0054463,4147.0,,,716989,1948500,0,1948500,2019,6,19,U,Y,I,642.0,1948500.0,Agricultural,10,RE-1 SCHOOL DIST,1684,1684,2410,4094,0.002101103412881704,AGRICULTURE
R0056256,4147.0,,,717238,63000,0,63000,2019,6,28,U,Y,V,20.0,63000.0,Agricultural,10,RE-1 SCHOOL DIST,313,313,0,313,0.004968253968253968,AGRICULTURE
R0013599,4147.0,,,750364,485000,0,485000,2022,5,6,U,Y,I,642.0,485000.0,Agricultural,30,RE-2 SCHOOL DIST,79,79,0,79,0.00016288659793814434,AGRICULTURE
R0013600,4147.0,,,750364,485000,0,485000,2022,5,6,U,Y,I,642.0,485000.0,Agricultural,30,RE-2 SCHOOL DIST,35,35,0,35,7.216494845360825e-05,AGRICULTURE
R0003531,4147.0,,,746211,440000,0,440000,2021,12,17,U,Y,I,642.0,440000.0,Agricultural,10,RE-1 SCHOOL DIST,10302,10302,0,10302,0.023413636363636362,AGRICULTURE
R0004059,4147.0,,,746211,440000,0,440000,2021,12,17,U,Y,I,642.0,440000.0,Ag Residential,10,RE-1 SCHOOL DIST,68612,68612,447855,516467,1.1737886363636363,AGRICULTURE
R0057185,4147.0,,,729676,8000,0,8000,2020,9,3,U,Y,V,20.0,8000.0,Agricultural,10,RE-1 SCHOOL DIST,35,35,0,35,0.004375,AGRICULTURE
R0002339,4147.0,,,713447,60000,0,60000,2019,1,30,U,Y,V,642.0,60000.0,Agricultural,10,RE-1 SCHOOL DIST,182,182,0,182,0.003033333333333333,AGRICULTURE
R0056951,4147.0,,,713447,60000,0,60000,2019,1,30,U,Y,V,642.0,60000.0,Agricultural,10,RE-1 SCHOOL DIST,78,78,0,78,0.0013,AGRICULTURE
R0023919,1115.0,,,706652,468500,0,468500,2018,5,7,Q,Y,I,,529405.0,Residential,62,RE-2 SCHOOL DIST,95154,95154,722731,817885,1.544913629451932,RESIDENTIAL
R0051812,1115.0,,,726738,395000,0,395000,2020,6,26,U,Y,I,17.0,395000.0,Residential,60,RE-2 SCHOOL DIST,132345,132345,525318,657663,1.6649696202531645,RESIDENTIAL
R0020953,1115.0,,,751030,300000,0,300000,2022,5,27,Q,Y,I,,306000.0,Residential,50,RE-1 SCHOOL DIST,3868,3868,279073,282941,0.9246437908496732,RESIDENTIAL
R0022998,1115.0,,,731354,390000,0,390000,2020,10,27,U,Y,I,17.0,390000.0,Residential,60,RE-2 SCHOOL DIST,67414,67414,468343,535757,1.3737358974358975,RESIDENTIAL
R0022995,1115.0,,,736632,515000,0,515000,2021,3,29,Q,Y,I,68.0,628300.0,Residential,60,RE-2 SCHOOL DIST,67414,67414,463692,531106,0.8453063823014484,RESIDENTIAL
R0022999,1115.0,,,731363,390000,0,390000,2020,10,27,U,Y,I,17.0,390000.0,Residential,60,RE-2 SCHOOL DIST,90484,90484,457823,548307,1.4059153846153847,RESIDENTIAL
R0054476,1115.0,,,746482,254000,0,254000,2021,12,22,U,Y,I,57.0,276860.0,Residential,40,RE-1 SCHOOL DIST,18486,18486,398089,416575,1.5046413349707433,RESIDENTIAL
R0029548,1115.0,,,722621,150000,0,150000,2020,1,15,Q,Y,I,103.0,231000.0,Residential,40,RE-1 SCHOOL DIST,16023,16023,276080,292103,1.2645151515151516,RESIDENTIAL
R0054476,1115.0,,,749669,254000,0,254000,2021,12,22,U,Y,I,983.0,254000.0,Residential,40,RE-1 SCHOOL DIST,18486,18486,398089,416575,1.6400590551181102,RESIDENTIAL
R0022998,1115.0,,,738990,515000,0,515000,2021,5,28,Q,Y,I,,607700.0,Residential,60,RE-2 SCHOOL DIST,67414,67414,468343,535757,0.8816142833635018,RESIDENTIAL
R0019736,1115.0,,,739157,350000,0,350000,2021,6,4,U,Y,I,64.0,350000.0,Residential,40,RE-1 SCHOOL DIST,21254,21254,347320,368574,1.0530685714285715,RESIDENTIAL
R0052892,1115.0,,,711768,392500,0,392500,2018,11,13,Q,Y,I,,620150.0,Residential,60,RE-2 SCHOOL DIST,140510,140510,514803,655313,1.0567007981939853,RESIDENTIAL
R0022995,1115.0,,,731368,390000,0,390000,2020,10,27,U,Y,I,17.0,390000.0,Residential,60,RE-2 SCHOOL DIST,67414,67414,463692,531106,1.3618102564102563,RESIDENTIAL
R0051812,1115.0,,,731292,550000,0,550000,2020,10,27,Q,Y,I,681.0,742500.0,Residential,60,RE-2 SCHOOL DIST,132345,132345,525318,657663,0.8857414141414142,RESIDENTIAL
R0022999,1115.0,,,740848,519000,0,519000,2021,7,21,Q,Y,I,989.0,596850.0,Residential,60,RE-2 SCHOOL DIST,90484,90484,457823,548307,0.918668007036944,RESIDENTIAL
R0035867,1115.0,,,734754,385000,0,385000,2021,1,12,Q,Y,I,,508200.0,Residential,40,RE-1 SCHOOL DIST,21576,21576,411448,433024,0.8520739866194411,RESIDENTIAL
R0000505,200.0,,,740359,1800000,0,1800000,2021,7,7,U,Y,I,64.0,1800000.0,Comm Vacant,40,RE-1 SCHOOL DIST,228690,228690,18295,246985,0.13721388888888889,VACANT LAND
R0000509,200.0,,,740359,1800000,0,1800000,2021,7,7,U,Y,I,64.0,1800000.0,Comm Vacant,40,RE-1 SCHOOL DIST,315810,315810,0,315810,0.17545,VACANT LAND
R0055524,200.0,,,740359,1800000,0,1800000,2021,7,7,U,Y,I,64.0,1800000.0,Comm Vacant,40,RE-1 SCHOOL DIST,152460,152460,0,152460,0.0847,VACANT LAND
R0000664,200.0,,,738304,126614,0,126614,2021,5,14,Q,Y,I,975.0,126614.0,Comm Vacant,63,RE-2 SCHOOL DIST,78502,78502,6167,84669,0.668717519389641,VACANT LAND
R0000645,200.0,,,725586,550000,0,550000,2020,5,21,U,N,I,64.0,550000.0,Comm Vacant,63,RE-2 SCHOOL DIST,29621,29621,0,29621,0.05385636363636364,VACANT LAND
R0000774,200.0,,,745738,10250000,0,10250000,2021,12,3,U,Y,I,64.0,10250000.0,Comm Vacant,63,RE-2 SCHOOL DIST,188179,188179,14918,203097,0.019814341463414636,VACANT LAND
