PARCEL,ABSTRPRD,BOOK,PAGE,RECNUM,SPRICE,DEDUCT,NETPRICE,SYEAR,SMONTH,SDAY,QUALIFIED,VERIFIED,STATUS,DISQLCD,TASP,PROPFLAG,TAXAREA,SCHDIST,CURRLND,CDISLND,IMCURRP,CURRTOT,SalesRatio,USETYPE
R0017557,1112.0,,,728704,434000,0,434000,2020,8,24,Q,Y,I,,616280.0,Residential,32,RE-2 SCHOOL DIST,131575,131575,420010,551585,0.8950233660024665,RESIDENTIAL
R0022714,1112.0,,,707729,320000,0,320000,2018,6,20,Q,Y,I,,358400.0,Residential,60,RE-2 SCHOOL DIST,82537,82537,371142,453679,1.2658454241071428,RESIDENTIAL
R0002913,1112.0,,,708426,195000,0,195000,2018,7,6,Q,Y,I,,319800.0,Residential,10,RE-1 SCHOOL DIST,51875,51875,300168,352043,1.1008223889931208,RESIDENTIAL
R0024093,1112.0,,,708976,307000,0,307000,2018,7,25,U,Y,I,17.0,343840.0,Residential,62,RE-2 SCHOOL DIST,61898,61898,397644,459542,1.3364995346672872,RESIDENTIAL
R0054297,1112.0,,,709037,385000,0,385000,2018,7,31,Q,Y,I,681.0,619850.0,Residential,60,RE-2 SCHOOL DIST,175120,175120,411409,586529,0.9462434459949988,RESIDENTIAL
R0057460,1112.0,,,748526,461274,0,461274,2022,3,4,Q,Y,I,,479724.96,Residential,63,RE-2 SCHOOL DIST,49702,49702,468825,518527,1.0808839298251232,RESIDENTIAL
R0018017,1112.0,,,748606,500000,0,500000,2022,3,10,Q,Y,I,,520000.0,Residential,36,RE-2 SCHOOL DIST,114569,114569,367859,482428,0.9277461538461539,RESIDENTIAL
R0006174,1112.0,,,704683,250000,0,250000,2018,2,16,U,Y,I,988.0,250000.0,Residential,14,RE-1 SCHOOL DIST,52645,52645,432948,485593,1.942372,RESIDENTIAL
R0006709,1112.0,,,704727,545000,0,545000,2018,2,12,Q,Y,I,66.0,621300.0,Residential,13,RE-1 SCHOOL DIST,64677,64677,433310,497987,0.801524223402543,RESIDENTIAL
R0016079,1112.0,,,747008,429864,0,429864,2022,1,14,Q,Y,I,81.0,459954.48,Residential,37,RE-2 SCHOOL DIST,42588,42588,420043,462631,1.0058190975767862,RESIDENTIAL
R0053565,1112.0,,,748108,845000,0,845000,2022,2,25,Q,Y,I,,887250.0,Residential,62,RE-2 SCHOOL DIST,164232,164232,666785,831017,0.9366210200056354,RESIDENTIAL
R0016687,1112.0,,,714875,195000,0,195000,2019,4,8,Q,Y,I,,308100.0,Residential,37,RE-2 SCHOOL DIST,36225,36225,239201,275426,0.8939500162284972,RESIDENTIAL
R0050393,1112.0,,,715571,672000,0,672000,2019,5,6,Q,Y,I,,1028160.0,Residential,62,RE-2 SCHOOL DIST,251177,251177,539185,790362,0.7687149859943978,RESIDENTIAL
R0022290,1112.0,,,715580,352000,0,352000,2019,5,7,U,Y,I,17.0,373120.0,Residential,60,RE-2 SCHOOL DIST,67414,67414,394889,462303,1.2390196183533448,RESIDENTIAL
R0007810,1112.0,,,749626,775000,0,775000,2022,4,8,Q,Y,I,,798250.0,Residential,13,RE-1 SCHOOL DIST,170176,170176,466416,636592,0.7974844973379267,RESIDENTIAL
R0055580,1112.0,,,749774,785000,39250,745750,2022,3,24,Q,Y,I,102.0,775580.0,Residential,13,RE-1 SCHOOL DIST,49067,49067,611405,660472,0.851584620542046,RESIDENTIAL
R0012382,1112.0,,,719312,645600,0,645600,2019,9,13,Q,Y,I,,994224.0,Residential,37,RE-2 SCHOOL DIST,285455,285455,655351,940806,0.9462716651378361,RESIDENTIAL
R0023518,1112.0,,,719438,639000,0,639000,2019,9,4,U,Y,I,681.0,664560.0,Residential,60,RE-2 SCHOOL DIST,114654,114654,698810,813464,1.2240640423739015,RESIDENTIAL
R0055140,1112.0,,,720142,404000,0,404000,2019,10,8,Q,Y,I,74.0,622160.0,Residential,13,RE-1 SCHOOL DIST,29689,29689,516838,546527,0.878434807766491,RESIDENTIAL
R0023147,1112.0,,,716969,240000,0,240000,2019,6,21,Q,Y,I,,364800.0,Residential,60,RE-2 SCHOOL DIST,37901,37901,300616,338517,0.9279523026315789,RESIDENTIAL
R0031507,1112.0,,,750806,766000,0,766000,2022,5,20,Q,Y,I,78.0,773660.0,Residential,60,RE-2 SCHOOL DIST,120453,120453,600951,721404,0.9324561176744306,RESIDENTIAL
R0005003,1112.0,,,699962,234000,0,234000,2017,8,11,Q,Y,I,,283140.0,Residential,14,RE-1 SCHOOL DIST,20798,20798,363104,383902,1.3558734195097832,RESIDENTIAL
R0017868,1112.0,,,746076,400000,0,400000,2021,12,14,U,Y,I,68.0,400000.0,Residential,36,RE-2 SCHOOL DIST,128296,128296,401903,530199,1.3254975,RESIDENTIAL
R0007711,1112.0,,,746121,403000,0,403000,2021,11,12,Q,Y,I,,443300.0,Residential,13,RE-1 SCHOOL DIST,61176,61176,378286,439462,0.9913422061809158,RESIDENTIAL
R0021466,1112.0,,,746357,350000,0,350000,2021,12,12,Q,Y,I,,378000.0,Residential,60,RE-2 SCHOOL DIST,102703,102703,297851,400554,1.0596666666666668,RESIDENTIAL
R0009359,1112.0,,,746567,259000,0,259000,2021,12,30,Q,Y,I,,279720.0,Residential,13,RE-1 SCHOOL DIST,27434,27434,347378,374812,1.33995423995424,RESIDENTIAL
R0024372,1112.0,,,729820,351000,0,351000,2020,9,22,Q,Y,I,,487890.0,Residential,80,RE-2 SCHOOL DIST,30745,30745,430926,461671,0.9462604275553916,RESIDENTIAL
R0000349,1112.0,,,701585,145000,0,145000,2017,10,11,U,Y,I,17.0,172550.0,Residential,40,RE-1 SCHOOL DIST,21254,21254,236611,257865,1.4944363952477542,RESIDENTIAL
R0031467,1112.0,,,701755,299000,0,299000,2017,10,18,U,Y,I,17.0,316192.5,Residential,30,RE-2 SCHOOL DIST,52700,52700,432710,485410,1.5351724028874816,RESIDENTIAL
R0014642,1112.0,,,741025,500000,0,500000,2021,7,27,Q,Y,I,,580000.0,Residential,37,RE-2 SCHOOL DIST,55298,55298,548436,603734,1.0409206896551724,RESIDENTIAL
R0013738,1112.0,,,741081,490000,0,490000,2021,7,27,U,Y,I,17.0,490000.0,Residential,30,RE-2 SCHOOL DIST,41715,41715,569119,610834,1.2466,RESIDENTIAL
R0000766,1112.0,,,741450,475000,0,475000,2021,7,29,U,Y,I,987.0,475000.0,Residential,60,RE-2 SCHOOL DIST,45667,45667,547216,592883,1.2481747368421052,RESIDENTIAL
R0005058,1112.0,,,741604,395000,0,395000,2021,8,10,Q,Y,I,,450300.0,Residential,14,RE-1 SCHOOL DIST,52645,52645,444030,496675,1.1029868976238064,RESIDENTIAL
R0006872,1112.0,,,707716,256000,0,256000,2018,6,19,Q,Y,I,,286720.0,Residential,13,RE-1 SCHOOL DIST,35948,35948,352337,388285,1.3542306082589286,RESIDENTIAL
R0014581,1112.0,,,708091,427000,0,427000,2018,6,28,U,Y,I,17.0,478240.0,Residential,37,RE-2 SCHOOL DIST,47239,47239,566456,613695,1.283236450317832,RESIDENTIAL
R0020078,1112.0,,,708250,250000,0,250000,2018,6,29,Q,Y,I,,272500.0,Residential,40,RE-1 SCHOOL DIST,49083,49083,340794,389877,1.4307412844036698,RESIDENTIAL
R0051692,1112.0,,,708424,324000,0,324000,2018,7,9,U,Y,I,64.0,324000.0,Residential,10,RE-1 SCHOOL DIST,45654,45654,465977,511631,1.579108024691358,RESIDENTIAL
R0051693,1112.0,,,708424,324000,0,324000,2018,7,9,U,Y,I,64.0,324000.0,Residential,10,RE-1 SCHOOL DIST,6849,6849,0,6849,0.021138888888888888,RESIDENTIAL
R0051694,1112.0,,,708424,324000,0,324000,2018,7,9,U,Y,I,64.0,324000.0,Residential,10,RE-1 SCHOOL DIST,2411,2411,0,2411,0.007441358024691358,RESIDENTIAL
R0023141,1112.0,,,708835,203900,0,203900,2018,7,20,Q,Y,I,,328279.0,Residential,60,RE-2 SCHOOL DIST,37901,37901,309601,347502,1.0585568982481366,RESIDENTIAL
R0012408,1112.0,,,708949,230000,0,230000,2018,7,27,Q,Y,I,,377200.0,Residential,37,RE-2 SCHOOL DIST,24237,24237,367374,391611,1.0382051961823966,RESIDENTIAL
R0006117,1112.0,,,748221,439000,0,439000,2022,2,18,Q,Y,I,,465340.0,Residential,14,RE-1 SCHOOL DIST,53018,53018,410507,463525,0.9960996260798556,RESIDENTIAL
R0035447,1112.0,,,748711,450000,0,450000,2022,3,14,Q,Y,I,681.0,468000.0,Residential,25,RE-2 SCHOOL DIST,91943,91943,354498,446441,0.9539337606837607,RESIDENTIAL
R0055873,1112.0,,,710095,336400,0,336400,2018,9,7,Q,Y,I,,544968.0,Residential,22,RE-2 SCHOOL DIST,21342,21342,387051,408393,0.7493889549478134,RESIDENTIAL
R0023282,1112.0,,,710107,665000,2800,662200,2018,9,10,Q,Y,I,102.0,1052898.0,Residential,60,RE-2 SCHOOL DIST,144624,144624,731837,876461,0.8324272626598208,RESIDENTIAL
R0022168,1112.0,,,744939,295000,0,295000,2021,11,11,Q,Y,I,918.0,324500.0,Residential,60,RE-2 SCHOOL DIST,94855,94855,263927,358782,1.1056456086286595,RESIDENTIAL
R0023681,1112.0,,,745147,725000,0,725000,2021,11,19,Q,Y,I,68.0,797500.0,Residential,62,RE-2 SCHOOL DIST,115475,115475,522773,638248,0.8003109717868339,RESIDENTIAL
R0007069,1112.0,,,745206,103750,0,103750,2021,11,2,U,Y,I,69.0,103750.0,Residential,13,RE-1 SCHOOL DIST,122919,122919,313000,435919,4.201628915662651,RESIDENTIAL
R0005970,1112.0,,,745773,600000,0,600000,2021,10,29,Q,Y,I,681.0,666000.0,Residential,14,RE-1 SCHOOL DIST,47541,47541,691513,739054,1.1096906906906907,RESIDENTIAL
R0022892,1112.0,,,704524,234900,0,234900,2018,1,25,U,Y,I,58.0,234900.0,Residential,60,RE-2 SCHOOL DIST,97679,97679,490618,588297,2.5044572158365264,RESIDENTIAL
R0010671,1112.0,,,704858,260000,0,260000,2018,2,21,U,Y,I,57.0,260000.0,Residential,29,RE-2 SCHOOL DIST,132767,132767,454133,586900,2.2573076923076925,RESIDENTIAL
R0015951,1112.0,,,747516,275000,0,275000,2022,1,27,Q,Y,I,,294250.0,Residential,85,RE-2 SCHOOL DIST,26093,26093,280414,306507,1.0416550552251487,RESIDENTIAL
R0000150,1112.0,,,747695,4370225,0,4370225,2022,2,11,U,Y,I,64.0,4370225.0,Residential,30,RE-2 SCHOOL DIST,1960,1960,3325700,3327660,0.7614390563414927,RESIDENTIAL
R0018009,1112.0,,,748059,400000,0,400000,2022,2,24,Q,Y,I,57.0,420000.0,Residential,36,RE-2 SCHOOL DIST,98807,98807,396420,495227,1.1791119047619047,RESIDENTIAL
R0022404,1112.0,,,728055,385000,0,385000,2020,8,4,Q,Y,I,681.0,539000.0,Residential,60,RE-2 SCHOOL DIST,86312,86312,466806,553118,1.0261929499072355,RESIDENTIAL
R0024140,1112.0,,,728304,496000,0,496000,2020,8,7,Q,Y,I,,694400.0,Residential,70,RE-2 SCHOOL DIST,111013,111013,425560,536573,0.7727145737327189,RESIDENTIAL
R0018953,1112.0,,,715003,370000,0,370000,2019,4,12,Q,Y,I,,569800.0,Residential,39,RE-2 SCHOOL DIST,248831,248831,344348,593179,1.041030186030186,RESIDENTIAL
R0005380,1112.0,,,715461,183000,0,183000,2019,4,30,U,Y,I,988.0,183000.0,Residential,14,RE-1 SCHOOL DIST,24748,24748,477051,501799,2.742071038251366,RESIDENTIAL
R0056975,1112.0,,,715496,252500,0,252500,2019,5,2,Q,Y,I,,396425.0,Residential,29,RE-2 SCHOOL DIST,66298,66298,344422,410720,1.0360597843223813,RESIDENTIAL
R0015047,1112.0,,,715667,195000,0,195000,2019,5,9,U,Y,I,64.0,195000.0,Residential,30,RE-2 SCHOOL DIST,21619,21619,310057,331676,1.7009025641025641,RESIDENTIAL
R0021768,1112.0,,,715712,307000,0,307000,2019,5,10,Q,Y,I,681.0,469710.0,Residential,60,RE-2 SCHOOL DIST,124111,124111,359786,483897,1.030203742734879,RESIDENTIAL
R0051166,1112.0,,,715841,392000,0,392000,2019,5,17,Q,Y,I,,599760.0,Residential,62,RE-2 SCHOOL DIST,94914,94914,503521,598435,0.9977907829798586,RESIDENTIAL
R0023471,1112.0,,,719310,430000,0,430000,2019,9,12,Q,Y,I,,645000.0,Residential,60,RE-2 SCHOOL DIST,127326,127326,576273,703599,1.0908511627906976,RESIDENTIAL
R0011687,1112.0,,,719471,389900,0,389900,2019,9,19,Q,Y,I,,600446.0,Residential,29,RE-2 SCHOOL DIST,81082,81082,494701,575783,0.9589255320211976,RESIDENTIAL
R0015155,1112.0,,,719691,191000,0,191000,2019,9,27,U,Y,I,64.0,191000.0,Residential,30,RE-2 SCHOOL DIST,26249,26249,290009,316258,1.6558010471204188,RESIDENTIAL
R0014613,1112.0,,,720025,155000,0,155000,2019,10,9,U,Y,I,17.0,161200.0,Residential,37,RE-2 SCHOOL DIST,101184,101184,250251,351435,2.180117866004963,RESIDENTIAL
R0008152,1112.0,,,720243,345000,0,345000,2019,10,15,Q,Y,I,,531300.0,Residential,13,RE-1 SCHOOL DIST,43502,43502,478766,522268,0.9830001882175795,RESIDENTIAL
R0011628,1112.0,,,716084,245000,0,245000,2019,5,24,U,Y,I,74.0,259700.0,Residential,29,RE-2 SCHOOL DIST,147700,147700,354557,502257,1.933989218328841,RESIDENTIAL
R0051336,1112.0,,,716954,178500,0,178500,2019,6,19,Q,Y,I,,278460.0,Residential,14,RE-1 SCHOOL DIST,33558,33558,240019,273577,0.9824642677583854,RESIDENTIAL
R0014851,1112.0,,,750123,430000,0,430000,2022,4,27,Q,Y,I,,442900.0,Residential,30,RE-2 SCHOOL DIST,15337,15337,435035,450372,1.0168706254233462,RESIDENTIAL
R0057171,1112.0,,,728976,125000,0,125000,2020,8,28,Q,Y,I,,166250.0,Residential,40,RE-1 SCHOOL DIST,19989,19989,151313,171302,1.030387969924812,RESIDENTIAL
R0021100,1112.0,,,729233,319900,0,319900,2020,9,2,U,Y,I,970.0,319900.0,Residential,50,RE-1 SCHOOL DIST,11216,11216,324615,335831,1.0497999374804627,RESIDENTIAL
R0044257,1112.0,,,729584,670000,0,670000,2020,9,15,Q,Y,I,,917900.0,Residential,62,RE-2 SCHOOL DIST,140009,140009,705877,845886,0.9215448305915677,RESIDENTIAL
R0023241,1112.0,,,729647,439000,0,439000,2020,9,15,Q,Y,I,,601430.0,Residential,60,RE-2 SCHOOL DIST,239018,239018,488117,727135,1.20901019237484,RESIDENTIAL
R0020373,1112.0,,,729993,200000,0,200000,2020,9,22,Q,Y,I,66.0,264000.0,Residential,40,RE-1 SCHOOL DIST,16295,16295,245247,261542,0.9906893939393939,RESIDENTIAL
R0055454,1112.0,,,730124,440000,0,440000,2020,9,29,Q,Y,I,,611600.0,Residential,37,RE-2 SCHOOL DIST,47769,47769,530225,577994,0.9450523217789405,RESIDENTIAL
R0013995,1112.0,,,730252,525000,0,525000,2020,10,1,Q,Y,I,,714000.0,Residential,30,RE-2 SCHOOL DIST,52482,52482,560394,612876,0.8583697478991597,RESIDENTIAL
M0053608,1278.0,,,719616,340000,0,340000,2019,9,25,U,Y,I,642.0,340000.0,Mobile Home,30,RE-2 SCHOOL DIST,0,0,44581,44581,0.13112058823529413,RESIDENTIAL
M0027916,4278.0,,,737485,9500,3000,6500,2021,4,23,Q,Y,I,981.0,6500.0,Mobile Home,37,RE-2 SCHOOL DIST,0,0,26033,26033,4.005076923076923,AGRICULTURE
R0055118,560.0,,,748056,575000,0,575000,2022,2,18,U,Y,V,64.0,575000.0,Vacant Land,13,RE-1 SCHOOL DIST,664846,664846,0,664846,1.1562539130434784,VACANT LAND
R0011892,560.0,,,716737,340000,0,340000,2019,6,7,U,Y,V,918.0,340000.0,Vacant Land,37,RE-2 SCHOOL DIST,8148,8148,0,8148,0.02396470588235294,VACANT LAND
R0000428,2125.0,,,728789,900000,0,900000,2020,8,24,U,Y,I,64.0,900000.0,Comm Vacant,40,RE-1 SCHOOL DIST,53217,53217,0,53217,0.05913,COMMERCIAL
R0000433,2125.0,,,728789,900000,0,900000,2020,8,24,U,Y,I,64.0,900000.0,Commercial,40,RE-1 SCHOOL DIST,7405,7405,214330,221735,0.24637222222222221,COMMERCIAL
R0000434,2125.0,,,728789,900000,0,900000,2020,8,24,U,Y,I,64.0,900000.0,Comm Vacant,40,RE-1 SCHOOL DIST,11403,11403,0,11403,0.01267,COMMERCIAL
R0000435,2125.0,,,728789,900000,0,900000,2020,8,24,U,Y,I,64.0,900000.0,Comm Vacant,40,RE-1 SCHOOL DIST,28889,28889,0,28889,0.03209888888888889,COMMERCIAL
R0000436,2125.0,,,728789,900000,0,900000,2020,8,24,U,Y,I,64.0,900000.0,Comm Vacant,40,RE-1 SCHOOL DIST,11403,11403,0,11403,0.01267,COMMERCIAL
R0046456,9159.0,,,735683,630000,0,630000,2021,3,2,U,Y,I,54.0,630000.0,Exempt,30,RE-2 SCHOOL DIST,76177,76177,686107,762284,1.2099746031746033,EXEMPT
R0006648,9159.0,,,704477,205000,0,205000,2018,2,9,U,Y,I,64.0,205000.0,Vacant Land,13,RE-1 SCHOOL DIST,49682,49682,0,49682,0.24235121951219513,EXEMPT
R0006650,9159.0,,,704477,205000,0,205000,2018,2,9,U,Y,I,64.0,205000.0,Exempt,13,RE-1 SCHOOL DIST,58,58,0,58,0.0002829268292682927,EXEMPT
R0006656,9159.0,,,704477,205000,0,205000,2018,2,9,U,Y,I,64.0,205000.0,Exempt,13,RE-1 SCHOOL DIST,463,463,0,463,0.0022585365853658537,EXEMPT
R0007170,9159.0,,,704477,205000,0,205000,2018,2,9,U,Y,I,64.0,205000.0,Exempt,13,RE-1 SCHOOL DIST,34768,34768,466069,500837,2.4431073170731707,EXEMPT
R0007195,9159.0,,,704477,205000,0,205000,2018,2,9,U,Y,I,64.0,205000.0,Exempt,13,RE-1 SCHOOL DIST,16607,16607,0,16607,0.08100975609756098,EXEMPT
R0053439,9159.0,,,704477,205000,0,205000,2018,2,9,U,Y,I,64.0,205000.0,Exempt,13,RE-1 SCHOOL DIST,20561,20561,0,20561,0.10029756097560975,EXEMPT
R0053442,9159.0,,,704477,205000,0,205000,2018,2,9,U,Y,I,64.0,205000.0,Exempt,13,RE-1 SCHOOL DIST,109513,109513,150067,259580,1.2662439024390244,EXEMPT
R0055268,4137.0,,,729147,630000,0,630000,2020,8,31,U,Y,I,970.0,630000.0,Ag Residential,30,RE-2 SCHOOL DIST,21833,21833,333532,355365,0.5640714285714286,AGRICULTURE
R0053556,4137.0,,,713797,387000,0,387000,2019,2,20,U,Y,I,20.0,417960.0,Agricultural,13,RE-1 SCHOOL DIST,3069,3069,510517,513586,1.228792228921428,AGRICULTURE
R0000264,200.0,,,709713,131000,0,131000,2017,12,31,U,Y,V,64.0,131000.0,Comm Vacant,40,RE-1 SCHOOL DIST,16335,16335,0,16335,0.12469465648854962,VACANT LAND
R0000265,200.0,,,709713,131000,0,131000,2017,12,31,U,Y,V,64.0,131000.0,Comm Vacant,40,RE-1 SCHOOL DIST,159675,159675,0,159675,1.2188931297709924,VACANT LAND
R0013430,550.0,,,720784,180000,0,180000,2019,11,4,U,Y,V,20.0,316800.0,Vacant Land,37,RE-2 SCHOOL DIST,1797,1797,0,1797,0.005672348484848485,VACANT LAND
R0000275,200.0,,,724858,62570,0,62570,2019,11,1,U,Y,V,58.0,62570.0,Comm Vacant,40,RE-1 SCHOOL DIST,77864,77864,0,77864,1.2444302381332908,VACANT LAND
R0053452,200.0,,,724858,62570,0,62570,2019,11,1,U,Y,V,58.0,62570.0,Comm Vacant,40,RE-1 SCHOOL DIST,73966,73966,0,73966,1.182132012146396,VACANT LAND
R0053453,200.0,,,724858,62570,0,62570,2019,11,1,U,Y,V,58.0,62570.0,Comm Vacant,40,RE-1 SCHOOL DIST,77864,77864,0,77864,1.2444302381332908,VACANT LAND
R0000264,200.0,,,724860,131448,0,131448,2019,11,1,U,Y,V,58.0,131448.0,Comm Vacant,40,RE-1 SCHOOL DIST,16335,16335,0,16335,0.12426967317874749,VACANT LAND
R0000265,200.0,,,724860,131448,0,131448,2019,11,1,U,Y,V,58.0,131448.0,Comm Vacant,40,RE-1 SCHOOL DIST,159675,159675,0,159675,1.2147389081614022,VACANT LAND
R0051940,200.0,,,733966,110000,0,110000,2021,1,20,U,Y,V,64.0,110000.0,Vacant Land,60,RE-2 SCHOOL DIST,13,13,0,13,0.00011818181818181818,VACANT LAND
R0051941,200.0,,,733966,110000,0,110000,2021,1,20,U,Y,V,64.0,110000.0,Vacant Land,60,RE-2 SCHOOL DIST,51,51,0,51,0.00046363636363636366,VACANT LAND
R0045794,550.0,,,742719,190000,0,190000,2021,9,10,Q,Y,V,81.0,233700.0,Vacant Land,13,RE-1 SCHOOL DIST,199930,199930,0,199930,0.8554985023534446,VACANT LAND
R0055102,550.0,,,703973,330000,0,330000,2018,1,19,U,Y,V,641.0,330000.0,Vacant Land,80,RE-2 SCHOOL DIST,1250,1250,0,1250,0.003787878787878788,VACANT LAND
R0055103,550.0,,,703973,330000,0,330000,2018,1,19,U,Y,V,641.0,330000.0,Vacant Land,37,RE-2 SCHOOL DIST,1250,1250,0,1250,0.003787878787878788,VACANT LAND
R0017701,200.0,,,748258,174900,0,174900,2022,2,28,U,Y,I,64.0,174900.0,Comm Vacant,33,RE-2 SCHOOL DIST,4635,4635,0,4635,0.026500857632933104,VACANT LAND
R0053801,550.0,,,712067,250000,0,250000,2018,11,29,Q,Y,V,18.0,465000.0,Vacant Land,22,RE-2 SCHOOL DIST,301503,301503,0,301503,0.6483935483870967,VACANT LAND
R0057080,200.0,,,740203,1000000,0,1000000,2021,6,30,Q,Y,V,,1000000.0,Comm Vacant,60,RE-2 SCHOOL DIST,889055,889055,0,889055,0.889055,VACANT LAND
R0004591,550.0,,,738370,28400,0,28400,2021,5,10,U,Y,V,69.0,28400.0,Vacant Land,11,RE-1 SCHOOL DIST,52698,26349,0,26349,0.9277816901408451,VACANT LAND
R0004465,550.0,,,733269,195000,0,195000,2020,12,18,U,Y,V,69.0,195000.0,Vacant Land,10,RE-1 SCHOOL DIST,1060,1060,0,1060,0.005435897435897436,VACANT LAND
R0055119,550.0,,,748457,265000,0,265000,2022,3,4,U,Y,V,57.0,265000.0,Vacant Land,13,RE-1 SCHOOL DIST,309836,309836,0,309836,1.1691924528301887,VACANT LAND
R0012260,550.0,,,702736,70000,0,70000,2017,11,27,U,Y,V,986.0,70000.0,Vacant Land,37,RE-2 SCHOOL DIST,176021,176021,515138,691159,9.8737,VACANT LAND
R0049960,550.0,,,738117,242500,0,242500,2021,5,10,Q,Y,V,,324950.0,Vacant Land,13,RE-1 SCHOOL DIST,325908,325908,0,325908,1.0029481458685952,VACANT LAND
R0050068,550.0,,,707170,260000,0,260000,2018,5,29,Q,Y,V,,507000.0,Vacant Land,29,RE-2 SCHOOL DIST,376790,376790,0,376790,0.7431755424063117,VACANT LAND
R0016342,200.0,,,707373,3700,0,3700,2018,6,5,Q,Y,V,,9287.0,Vacant Land,37,RE-2 SCHOOL DIST,16569,16569,0,16569,1.7841068159793259,VACANT LAND
R0047633,5170.0,,,733739,25000,0,25000,2020,12,1,U,Y,V,918.0,25000.0,Severed Mineral,10,RE-1 SCHOOL DIST,583,35,0,35,0.0014,OTHER
R0053956,5170.0,,,741013,50000,0,50000,2021,7,23,U,Y,V,642.0,50000.0,Severed Mineral,10,RE-1 SCHOOL DIST,35,35,0,35,0.0007,OTHER
R0056670,5170.0,,,703750,52000,0,52000,2018,1,5,U,Y,V,64.0,52000.0,Severed Mineral,13,RE-1 SCHOOL DIST,266,266,0,266,0.005115384615384615,OTHER
N0026915,5170.0,,,718955,175000,0,175000,2019,8,29,U,Y,V,642.0,175000.0,Severed Mineral,10,RE-1 SCHOOL DIST,35,35,0,35,0.0002,OTHER
N0026916,5170.0,,,718955,175000,0,175000,2019,8,29,U,Y,V,642.0,175000.0,Severed Mineral,10,RE-1 SCHOOL DIST,35,35,0,35,0.0002,OTHER
R0003999,5170.0,,,739558,50000,0,50000,2021,6,15,U,Y,V,642.0,50000.0,Severed Mineral,10,RE-1 SCHOOL DIST,421,421,0,421,0.00842,OTHER
R0051632,5170.0,,,739558,50000,0,50000,2021,6,15,U,Y,V,642.0,50000.0,Severed Mineral,40,RE-1 SCHOOL DIST,161,161,0,161,0.00322,OTHER
R0053956,5170.0,,,742589,50000,0,50000,2021,7,23,U,Y,V,983.0,50000.0,Severed Mineral,10,RE-1 SCHOOL DIST,35,35,0,35,0.0007,OTHER
R0045816,5170.0,,,700415,3000,0,3000,2018,8,22,U,Y,V,64.0,3000.0,Severed Mineral,10,RE-1 SCHOOL DIST,35,35,0,35,0.011666666666666667,OTHER
N0025844,5170.0,,,699118,15000,0,15000,2017,7,12,U,Y,I,64.0,15000.0,Mineral,10,RE-1 SCHOOL DIST,43,43,0,43,0.0028666666666666667,OTHER
N0026020,5170.0,,,742917,20000,0,20000,2021,9,13,U,Y,V,982.0,20000.0,Severed Mineral,10,RE-1 SCHOOL DIST,506,506,0,506,0.0253,OTHER
N0026145,5170.0,,,742917,20000,0,20000,2021,9,13,U,Y,V,982.0,20000.0,Severed Mineral,10,RE-1 SCHOOL DIST,445,445,0,445,0.02225,OTHER
N0026232,5170.0,,,742917,20000,0,20000,2021,9,13,U,Y,V,982.0,20000.0,Severed Mineral,10,RE-1 SCHOOL DIST,160,160,0,160,0.008,OTHER
N0026265,5170.0,,,742917,20000,0,20000,2021,9,13,U,Y,V,982.0,20000.0,Severed Mineral,10,RE-1 SCHOOL DIST,436,436,0,436,0.0218,OTHER
N0026317,5170.0,,,742917,20000,0,20000,2021,9,13,U,Y,V,982.0,20000.0,Severed Mineral,10,RE-1 SCHOOL DIST,489,489,0,489,0.02445,OTHER
N0026438,5170.0,,,742917,20000,0,20000,2021,9,13,U,Y,V,982.0,20000.0,Severed Mineral,10,RE-1 SCHOOL DIST,103,103,0,103,0.00515,OTHER
N0026475,5170.0,,,742917,20000,0,20000,2021,9,13,U,Y,V,982.0,20000.0,Severed Mineral,10,RE-1 SCHOOL DIST,369,369,0,369,0.01845,OTHER
N0026485,5170.0,,,742917,20000,0,20000,2021,9,13,U,Y,V,982.0,20000.0,Severed Mineral,10,RE-1 SCHOOL DIST,35,35,0,35,0.00175,OTHER
N0026511,5170.0,,,742917,20000,0,20000,2021,9,13,U,Y,V,982.0,20000.0,Severed Mineral,10,RE-1 SCHOOL DIST,69,52,0,52,0.0026,OTHER
N0026544,5170.0,,,742917,20000,0,20000,2021,9,13,U,Y,V,982.0,20000.0,Severed Mineral,10,RE-1 SCHOOL DIST,91,91,0,91,0.00455,OTHER
N0026660,5170.0,,,742917,20000,0,20000,2021,9,13,U,Y,V,982.0,20000.0,Severed Mineral,10,RE-1 SCHOOL DIST,172,172,0,172,0.0086,OTHER
N0026795,5170.0,,,742917,20000,0,20000,2021,9,13,U,Y,V,982.0,20000.0,Severed Mineral,10,RE-1 SCHOOL DIST,184,184,0,184,0.0092,OTHER
N0026851,5170.0,,,742917,20000,0,20000,2021,9,13,U,Y,V,982.0,20000.0,Severed Mineral,10,RE-1 SCHOOL DIST,55,55,0,55,0.00275,OTHER
N0026857,5170.0,,,742917,20000,0,20000,2021,9,13,U,Y,V,982.0,20000.0,Severed Mineral,10,RE-1 SCHOOL DIST,517,517,0,517,0.02585,OTHER
N0026890,5170.0,,,742917,20000,0,20000,2021,9,13,U,Y,V,982.0,20000.0,Severed Mineral,10,RE-1 SCHOOL DIST,97,97,0,97,0.00485,OTHER
